order_id,customer_id,customer_name,email,city,gender,age,product_id,product_name,brand,category_name,price,quantity,discount,discount_amount,total_price,net_revenue,order_date,order_month,status,order_flag,payment_method,payment_status,transaction_id
63,20,Customer 20,customer20@example.com,Lahore,Female,46,24,Product 24,Apple,Category 17,22706.0,3,10.0,6811.8,68118.0,61306.2,2025-10-12 00:00:00,2025-10,Cancelled,Closed,No Payment Record,No Payment Record,UNKNOWN
64,124,Customer 124,customer124@example.com,Lahore,Male,41,35,Product 35,Samsung,Category 40,6508.0,4,10.0,2603.2,26032.0,23428.8,2025-04-27 00:00:00,2025-04,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
65,49,Customer 49,customer49@example.com,Rawalpindi,Female,32,41,Product 41,Hp,Category 46,21108.0,3,0.0,0.0,63324.0,63324.0,2025-07-16 00:00:00,2025-07,Completed,Closed,Bank Transfer,Failed,TXN00135
66,13,Customer 13,customer13@example.com,Karachi,Male,58,27,Product 27,Samsung,Category 36,21519.0,1,0.0,0.0,21519.0,21519.0,2025-04-24 00:00:00,2025-04,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
67,108,Customer 108,customer108@example.com,Lahore,Female,41,126,Product 126,Apple,Category 24,41873.15,3,5.0,6280.97,125619.45000000001,119338.48,2025-02-05 00:00:00,2025-02,Completed,Closed,Cash,Failed,TXN00058
68,19,Customer 19,customer19@example.com,Islamabad,Male,53,72,Product 72,Adidas,Books,3903.77,2,10.0,780.75,7807.54,7026.79,2025-02-28 12:00:00,2025-02,Cancelled,Closed,Bank Transfer,Failed,TXN00137
69,64,Customer 64,customer64@example.com,Rawalpindi,Unknown,41,16,Product 16,Nike,Clothing,13663.0,1,10.0,1366.3,13663.0,12296.7,2025-10-05 00:00:00,2025-10,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
70,116,Customer 116,unknown@example.com,Faisalabad,Male,41,85,Product 85,Generic,Category 22,15487.61,3,10.0,4646.28,46462.83,41816.55,2025-03-19 00:00:00,2025-03,Pending,Open,Unknown,Paid,TXN00084
71,92,Customer 92,customer92@example.com,Karachi,Male,20,80,Product 80,Sony,Category 99,24950.0,1,0.0,0.0,24950.0,24950.0,2025-08-03 00:00:00,2025-08,Shipped,Closed,Bank Transfer,Paid,TXN00134
72,35,Customer 35,customer35@example.com,Lahore,Male,53,19,Product 19,Sony,Category 25,23034.0,3,0.0,0.0,69102.0,69102.0,2025-01-24 00:00:00,2025-01,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
73,91,Customer 91,customer91@example.com,Karachi,Unknown,41,22,Product 22,Nike,Category 11,35772.0,3,0.0,0.0,107316.0,107316.0,2025-07-26 00:00:00,2025-07,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
74,4,Customer 4,customer4@example.com,Faisalabad,Female,56,98,Product 98,Generic,Books,15487.61,3,0.0,0.0,46462.83,46462.83,2025-02-03 00:00:00,2025-02,Shipped,Closed,Bank Transfer,Pending,TXN00088
75,107,Customer 107,customer107@example.com,Unknown,Unknown,41,85,Product 85,Generic,Category 22,15487.61,3,10.0,4646.28,46462.83,41816.55,2025-08-15 00:00:00,2025-08,Unknown,Open,No Payment Record,No Payment Record,UNKNOWN
77,125,Customer 125,customer125@example.com,Karachi,Male,41,66,Product 66,Nike,Category 32,25248.0,3,10.0,7574.4,75744.0,68169.6,2025-10-07 00:00:00,2025-10,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
78,114,Customer 114,customer114@example.com,Lahore,Female,41,128,Product 128,Generic,Category 35,15487.61,3,15.0,6969.42,46462.83,39493.41,2025-04-21 00:00:00,2025-04,Pending,Open,JazzCash,Failed,TXN00100
79,99,Customer 99,unknown@example.com,Karachi,Female,41,57,Product 57,Sony,Category 99,24950.0,3,5.0,3742.5,74850.0,71107.5,2025-08-12 00:00:00,2025-08,Unknown,Open,No Payment Record,No Payment Record,UNKNOWN
80,17,Customer 17,customer17@example.com,Rawalpindi,Female,20,71,Product 71,Apple,Unknown Category,21287.5,2,15.0,6386.25,42575.0,36188.75,2025-04-27 00:00:00,2025-04,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
81,127,Customer 127,customer127@example.com,Rawalpindi,Female,41,81,Product 81,Adidas,Unknown Category,3903.77,3,15.0,1756.7,11711.31,9954.61,2025-01-09 00:00:00,2025-01,Unknown,Open,Cash,Unknown,TXN00129
82,72,Customer 72,unknown@example.com,Islamabad,Male,41,91,Product 91,Puma,Unknown Category,23204.2,3,0.0,0.0,69612.6,69612.6,2025-02-28 12:00:00,2025-02,Completed,Closed,Cash,Failed,TXN00075
83,49,Customer 49,customer49@example.com,Rawalpindi,Female,32,7,Product 7,Nike,Category 17,1055.0,3,5.0,158.25,3165.0,3006.75,2025-11-04 00:00:00,2025-11,Pending,Open,Unknown,Unknown,TXN00124
84,95,Customer 95,customer95@example.com,Karachi,Female,41,20,Product 20,Hp,Category 35,35399.0,6,5.0,10619.7,212394.0,201774.3,2025-05-06 00:00:00,2025-05,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
85,10,Customer 10,customer10@example.com,Faisalabad,Female,53,46,Product 46,Hp,Category 39,7798.0,3,10.0,2339.4,23394.0,21054.6,2025-09-17 00:00:00,2025-09,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
86,58,Customer 58,customer58@example.com,Peshawar,Female,41,23,Product 23,Apple,Category 18,39835.0,3,15.0,17925.75,119505.0,101579.25,2025-08-07 00:00:00,2025-08,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
87,129,Customer 129,customer129@example.com,Quetta,Male,57,88,Product 88,Generic,Category 99,15487.61,3,10.0,4646.28,46462.83,41816.55,2025-02-24 00:00:00,2025-02,Unknown,Open,JazzCash,Failed,TXN00131
88,63,Customer 63,customer63@example.com,Karachi,Male,41,100,Product 100,Adidas,Unknown Category,3903.77,3,0.0,0.0,11711.31,11711.31,2025-06-09 00:00:00,2025-06,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
89,130,Customer 130,customer130@example.com,Lahore,Male,41,22,Product 22,Nike,Category 11,35772.0,3,10.0,10731.6,107316.0,96584.4,2025-05-16 00:00:00,2025-05,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
90,110,Customer 110,customer110@example.com,Faisalabad,Unknown,41,9,Product 9,Nike,Category 30,46638.0,3,10.0,13991.4,139914.0,125922.6,2025-03-16 00:00:00,2025-03,Completed,Closed,Cash,Unknown,TXN00059
91,113,Customer 113,customer113@example.com,Sialkot,Male,41,127,Product 127,Adidas,Category 44,3903.77,3,0.0,0.0,11711.31,11711.31,2025-08-17 00:00:00,2025-08,Completed,Closed,Card,Failed,UNKNOWN
92,43,Customer 43,customer43@example.com,Lahore,Female,19,134,Product 134,Adidas,Unknown Category,3903.77,3,10.0,1171.13,11711.31,10540.18,2025-07-28 00:00:00,2025-07,Unknown,Open,No Payment Record,No Payment Record,UNKNOWN
94,97,Customer 97,unknown@example.com,Quetta,Unknown,41,8,Product 8,Sony,Home,14760.0,5,0.0,0.0,73800.0,73800.0,2025-09-26 00:00:00,2025-09,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
95,24,Customer 24,customer24@example.com,Karachi,Female,28,43,Product 43,Apple,Electronics,48110.0,3,15.0,21649.5,144330.0,122680.5,2025-07-09 00:00:00,2025-07,Completed,Closed,Unknown,Unknown,TXN00136
96,33,Customer 33,customer33@example.com,Faisalabad,Female,56,87,Product 87,Generic,Unknown Category,15487.61,3,0.0,0.0,46462.83,46462.83,2025-04-14 00:00:00,2025-04,Completed,Closed,Unknown,Unknown,TXN00102
97,34,Customer 34,customer34@example.com,Karachi,Male,53,6,Product 6,Nike,Category 48,27774.0,1,5.0,1388.7,27774.0,26385.3,2025-11-10 00:00:00,2025-11,Cancelled,Closed,Cash,Paid,TXN00068
98,128,Customer 128,customer128@example.com,Quetta,Male,41,27,Product 27,Samsung,Category 36,21519.0,3,0.0,0.0,64557.0,64557.0,2025-09-20 00:00:00,2025-09,Cancelled,Closed,No Payment Record,No Payment Record,UNKNOWN
99,112,Customer 112,customer112@example.com,Lahore,Female,41,6,Product 6,Nike,Category 48,27774.0,3,15.0,12498.3,83322.0,70823.7,2025-10-06 00:00:00,2025-10,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
101,81,Customer 81,customer81@example.com,Karachi,Female,41,81,Product 81,Adidas,Unknown Category,3903.77,2,5.0,390.38,7807.54,7417.16,2025-03-08 00:00:00,2025-03,Completed,Closed,Card,Paid,TXN00115
102,100,Customer 100,customer100@example.com,Rawalpindi,Female,41,25,Product 25,Apple,Category 8,15913.0,3,0.0,0.0,47739.0,47739.0,2025-03-07 00:00:00,2025-03,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
103,52,Customer 52,customer52@example.com,Lahore,Female,41,92,Product 92,Generic,Category 29,15487.61,3,10.0,4646.28,46462.83,41816.55,2025-06-17 00:00:00,2025-06,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
104,124,Customer 124,customer124@example.com,Lahore,Male,41,28,Product 28,Samsung,Category 27,25418.0,1,0.0,0.0,25418.0,25418.0,2025-10-16 00:00:00,2025-10,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
105,30,Customer 30,customer30@example.com,Lahore,Female,48,53,Product 53,Generic,Category 28,15487.61,2,10.0,3097.52,30975.22,27877.7,2025-02-19 00:00:00,2025-02,Pending,Open,JazzCash,Paid,UNKNOWN
106,119,Customer 119,customer119@example.com,Karachi,Female,41,20,Product 20,Hp,Category 35,35399.0,3,15.0,15929.55,106197.0,90267.45,2025-09-12 00:00:00,2025-09,Pending,Open,Cash,Failed,TXN00117
107,96,Customer 96,customer96@example.com,Rawalpindi,Female,41,4,Product 4,Nike,Category 9,3609.0,3,0.0,0.0,10827.0,10827.0,2025-03-14 00:00:00,2025-03,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
108,95,Customer 95,customer95@example.com,Karachi,Female,41,104,Product 104,Lg,Home,22112.5,3,5.0,3316.88,66337.5,63020.62,2025-01-11 00:00:00,2025-01,Pending,Open,Card,Paid,TXN00141
109,49,Customer 49,customer49@example.com,Rawalpindi,Female,32,130,Product 130,Samsung,Unknown Category,21519.0,3,10.0,6455.7,64557.0,58101.3,2025-02-24 00:00:00,2025-02,Shipped,Closed,JazzCash,Pending,TXN00096
110,35,Customer 35,customer35@example.com,Lahore,Male,53,85,Product 85,Generic,Category 22,15487.61,3,10.0,4646.28,46462.83,41816.55,2025-03-13 00:00:00,2025-03,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
111,88,Customer 88,customer88@example.com,Lahore,Female,41,78,Product 78,Generic,Category 42,15487.61,4,0.0,0.0,61950.44,61950.44,2025-11-20 00:00:00,2025-11,Pending,Open,JazzCash,Paid,TXN00103
112,77,Customer 77,customer77@example.com,Peshawar,Male,41,87,Product 87,Generic,Unknown Category,15487.61,3,15.0,6969.42,46462.83,39493.41,2025-09-03 00:00:00,2025-09,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
113,55,Customer 55,customer55@example.com,Lahore,Male,63,31,Product 31,Nike,Category 36,37591.0,3,0.0,0.0,112773.0,112773.0,2025-02-24 00:00:00,2025-02,Completed,Closed,Cash,Unknown,TXN00080
114,103,Customer 103,customer103@example.com,Lahore,Female,41,130,Product 130,Samsung,Unknown Category,21519.0,1,10.0,2151.9,21519.0,19367.1,2025-02-09 00:00:00,2025-02,Cancelled,Closed,No Payment Record,No Payment Record,UNKNOWN
116,41,Customer 41,customer41@example.com,Islamabad,Male,59,99,Product 99,Samsung,Category 99,21519.0,4,15.0,12911.4,86076.0,73164.6,2025-10-02 00:00:00,2025-10,Pending,Open,Card,Pending,TXN00081
118,73,Customer 73,customer73@example.com,Multan,Male,33,76,Product 76,Generic,Category 10,15487.61,1,5.0,774.38,15487.61,14713.23,2025-11-06 00:00:00,2025-11,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
119,81,Customer 81,customer81@example.com,Karachi,Female,41,102,Product 102,Puma,Unknown Category,23204.2,3,10.0,6961.26,69612.6,62651.34,2025-02-26 00:00:00,2025-02,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
120,123,Customer 123,customer123@example.com,Peshawar,Female,41,65,Product 65,Lg,Sports,22112.5,2,0.0,0.0,44225.0,44225.0,2025-12-15 00:00:00,2025-12,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
121,30,Customer 30,customer30@example.com,Lahore,Female,48,13,Product 13,Samsung,Category 32,44144.0,3,15.0,19864.8,132432.0,112567.2,2025-01-12 00:00:00,2025-01,Completed,Closed,Unknown,Paid,TXN00053
122,94,Customer 94,customer94@example.com,Lahore,Female,41,114,Product 114,Sony,Unknown Category,24950.0,3,15.0,11227.5,74850.0,63622.5,2025-05-21 00:00:00,2025-05,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
123,36,Customer 36,customer36@example.com,Lahore,Female,22,75,Product 75,Adidas,Category 8,3903.77,6,5.0,1171.13,23422.62,22251.49,2025-09-10 00:00:00,2025-09,Unknown,Open,Cash,Failed,TXN00123
124,92,Customer 92,customer92@example.com,Karachi,Male,20,71,Product 71,Apple,Unknown Category,21287.5,3,10.0,6386.25,63862.5,57476.25,2025-12-19 00:00:00,2025-12,Completed,Closed,Card,Pending,TXN00111
125,49,Customer 49,customer49@example.com,Rawalpindi,Female,32,64,Product 64,Samsung,Unknown Category,21519.0,3,5.0,3227.85,64557.0,61329.15,2025-01-21 00:00:00,2025-01,Pending,Open,Bank Transfer,Failed,TXN00132
126,67,Customer 67,customer67@example.com,Sialkot,Male,41,109,Product 109,Apple,Category 46,21287.5,3,0.0,0.0,63862.5,63862.5,2025-09-09 00:00:00,2025-09,Pending,Open,Cash,Failed,TXN00133
